Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més,Total. Total,Homes. Total,Dones. Total,P Total. De 0 a 14 anys,P Total. De 15 a 64 anys,P Total. 65 anys o més,P Homes. De 0 a 14 anys,P Homes. De 15 a 64 anys,P Homes. 65 anys o més,P Dones. De 0 a 14 anys,P Dones. De 15 a 64 anys,P Dones. 65 anys o més
25148,Odèn,12,88,49,7,66,31,19,154,80,253,149,104,0.07509881422924901,0.6086956521739131,0.31620553359683795,0.08053691275167785,0.5906040268456376,0.3288590604026846,0.0673076923076923,0.6346153846153846,0.2980769230769231
8143,Òdena,330,1298,268,301,1146,338,631,2444,606,3681,1896,1785,0.17142080956261885,0.6639500135832654,0.16462917685411574,0.17405063291139242,0.6845991561181435,0.14135021097046413,0.16862745098039217,0.6420168067226891,0.18935574229691876
17112,Ogassa,18,89,26,15,67,25,33,156,51,240,133,107,0.1375,0.65,0.2125,0.13533834586466165,0.6691729323308271,0.19548872180451127,0.14018691588785046,0.6261682242990654,0.2336448598130841
8145,Olèrdola,321,1348,320,304,1226,328,625,2574,648,3847,1989,1858,0.16246425786327007,0.6690927995840915,0.16844294255263842,0.16138763197586728,0.6777275012569131,0.16088486676721972,0.16361679224973089,0.6598493003229279,0.17653390742734124
8146,Olesa de Bonesvalls,153,703,148,144,620,155,297,1323,303,1923,1004,919,0.1544461778471139,0.6879875195007801,0.15756630265210608,0.15239043824701196,0.700199203187251,0.14741035856573706,0.15669205658324264,0.6746463547334058,0.16866158868335146
8147,Olesa de Montserrat,2067,8236,1758,1976,7909,2186,4043,16145,3944,24132,12061,12071,0.16753688049063484,0.6690286756174374,0.16343444389192774,0.17137882430975873,0.6828621175690242,0.14575905812121714,0.16369811945986248,0.6552066937287714,0.18109518681136608
25149,Oliana,102,568,259,114,545,269,216,1113,528,1857,929,928,0.11631663974151858,0.5993537964458805,0.284329563812601,0.10979547900968784,0.6114101184068891,0.27879440258342303,0.12284482758620689,0.5872844827586207,0.28987068965517243
25150,Oliola,9,72,27,11,59,23,20,131,50,201,108,93,0.09950248756218906,0.6517412935323383,0.24875621890547264,0.08333333333333333,0.6666666666666666,0.25,0.11827956989247312,0.6344086021505376,0.24731182795698925
25151,Olius,109,317,93,76,287,80,185,604,173,962,519,443,0.19230769230769232,0.6278586278586279,0.17983367983367984,0.21001926782273603,0.6107899807321773,0.1791907514450867,0.17155756207674944,0.6478555304740407,0.18058690744920994
8148,Olivella,380,1484,265,381,1349,268,761,2833,533,4127,2129,1998,0.18439544463290525,0.6864550520959535,0.12914950327114127,0.17848755284170972,0.697040864255519,0.12447158290277126,0.1906906906906907,0.6751751751751752,0.13413413413413414
8149,Olost,67,371,140,80,371,161,147,742,301,1190,578,612,0.12352941176470589,0.6235294117647059,0.2529411764705882,0.11591695501730104,0.6418685121107266,0.2422145328719723,0.13071895424836602,0.6062091503267973,0.2630718954248366
17114,Olot,2698,12591,2995,2570,11432,4013,5268,24023,7008,36299,18284,18015,0.14512796495771232,0.6618088652579961,0.19306316978429158,0.14756070881645153,0.6886348720192518,0.16380441916429667,0.14265889536497364,0.6345822925339994,0.2227588121010269
25152,"Oluges, les",11,50,31,5,42,30,16,92,61,169,92,77,0.09467455621301775,0.5443786982248521,0.3609467455621302,0.11956521739130435,0.5434782608695652,0.33695652173913043,0.06493506493506493,0.5454545454545454,0.38961038961038963
8144,Olvan,45,296,84,52,262,135,97,558,219,874,425,449,0.11098398169336385,0.6384439359267735,0.2505720823798627,0.10588235294117647,0.6964705882352941,0.1976470588235294,0.11581291759465479,0.5835189309576837,0.30066815144766146
25153,"Omellons, els",7,64,38,12,45,36,19,109,74,202,109,93,0.09405940594059406,0.5396039603960396,0.36633663366336633,0.06422018348623854,0.5871559633027523,0.3486238532110092,0.12903225806451613,0.4838709677419355,0.3870967741935484
25154,"Omells de na Gaia, els",2,49,20,4,38,14,6,87,34,127,71,56,0.047244094488188976,0.6850393700787402,0.2677165354330709,0.028169014084507043,0.6901408450704225,0.28169014084507044,0.07142857142857142,0.6785714285714286,0.25
17115,Ordis,31,126,41,29,108,34,60,234,75,369,198,171,0.16260162601626016,0.6341463414634146,0.2032520325203252,0.15656565656565657,0.6363636363636364,0.20707070707070707,0.1695906432748538,0.631578947368421,0.19883040935672514
25155,Organyà,47,248,83,34,227,127,81,475,210,766,378,388,0.10574412532637076,0.6201044386422977,0.2741514360313316,0.12433862433862433,0.656084656084656,0.21957671957671956,0.08762886597938144,0.5850515463917526,0.327319587628866
8150,Orís,24,123,27,23,117,25,47,240,52,339,174,165,0.13864306784660768,0.7079646017699115,0.15339233038348082,0.13793103448275862,0.7068965517241379,0.15517241379310345,0.1393939393939394,0.7090909090909091,0.15151515151515152
8151,Oristà,32,171,79,26,155,84,58,326,163,547,282,265,0.10603290676416818,0.5959780621572212,0.2979890310786106,0.11347517730496454,0.6063829787234043,0.2801418439716312,0.09811320754716982,0.5849056603773585,0.3169811320754717
8152,Orpí,14,55,9,14,47,15,28,102,24,154,78,76,0.18181818181818182,0.6623376623376623,0.15584415584415584,0.1794871794871795,0.7051282051282052,0.11538461538461539,0.18421052631578946,0.618421052631579,0.19736842105263158
8153,Òrrius,71,271,55,64,257,61,135,528,116,779,397,382,0.17329910141206675,0.6777920410783055,0.14890885750962773,0.17884130982367757,0.6826196473551638,0.1385390428211587,0.16753926701570682,0.6727748691099477,0.15968586387434555
25156,Os de Balaguer,66,342,105,69,326,92,135,668,197,1000,513,487,0.135,0.668,0.197,0.1286549707602339,0.6666666666666666,0.2046783625730994,0.14168377823408623,0.6694045174537988,0.188911704312115
17116,Osor,21,155,49,18,133,50,39,288,99,426,225,201,0.09154929577464789,0.676056338028169,0.2323943661971831,0.09333333333333334,0.6888888888888889,0.21777777777777776,0.08955223880597014,0.6616915422885572,0.24875621890547264
25157,Ossó de Sió,11,59,24,14,58,30,25,117,54,196,94,102,0.12755102040816327,0.5969387755102041,0.2755102040816326,0.11702127659574468,0.6276595744680851,0.2553191489361702,0.13725490196078433,0.5686274509803921,0.29411764705882354
8154,Pacs del Penedès,67,314,85,76,291,82,143,605,167,915,466,449,0.15628415300546447,0.6612021857923497,0.1825136612021858,0.14377682403433475,0.6738197424892703,0.18240343347639484,0.16926503340757237,0.6481069042316259,0.18262806236080179
8155,Palafolls,836,3376,628,782,3276,748,1618,6652,1376,9646,4840,4806,0.1677379224549036,0.6896122745179349,0.14264980302716151,0.17272727272727273,0.6975206611570248,0.12975206611570247,0.16271327507282562,0.6816479400749064,0.155638784852268
17117,Palafrugell,2003,7610,1858,1822,7405,2348,3825,15015,4206,23046,11471,11575,0.16597240302004687,0.6515230408747722,0.18250455610518093,0.1746142446168599,0.6634120826431872,0.16197367273995292,0.15740820734341252,0.6397408207343412,0.20285097192224621
17118,Palamós,1204,6036,1647,1178,5985,2146,2382,12021,3793,18196,8887,9309,0.13090789184436138,0.6606397010331941,0.2084524071224445,0.1354787892427141,0.679194328794869,0.185326881962417,0.12654420453324738,0.6429262004511763,0.23052959501557632
25158,"Palau d'Anglesola, el",183,748,170,167,695,242,350,1443,412,2205,1101,1104,0.15873015873015872,0.654421768707483,0.18684807256235827,0.16621253405994552,0.6793823796548593,0.15440508628519528,0.151268115942029,0.6295289855072463,0.21920289855072464
17119,Palau de Santa Eulàlia,14,33,15,10,26,13,24,59,28,111,62,49,0.21621621621621623,0.5315315315315315,0.25225225225225223,0.22580645161290322,0.532258064516129,0.24193548387096775,0.20408163265306123,0.5306122448979592,0.2653061224489796
17121,Palau-sator,29,109,33,24,91,37,53,200,70,323,171,152,0.16408668730650156,0.6191950464396285,0.21671826625386997,0.1695906432748538,0.6374269005847953,0.19298245614035087,0.15789473684210525,0.5986842105263158,0.24342105263157895
17120,Palau-saverdera,135,455,162,121,445,172,256,900,334,1490,752,738,0.17181208053691274,0.6040268456375839,0.22416107382550335,0.17952127659574468,0.6050531914893617,0.2154255319148936,0.16395663956639567,0.6029810298102981,0.23306233062330622
8156,Palau-solità i Plegamans,1084,5048,1162,1158,5062,1403,2242,10110,2565,14917,7294,7623,0.15029831735603674,0.6777502178722263,0.17195146477173695,0.1486153002467782,0.6920756786399781,0.15930902111324377,0.1519086973632428,0.6640430276793913,0.18404827495736586
43100,"Pallaresos, els",481,1713,247,428,1698,305,909,3411,552,4872,2441,2431,0.18657635467980296,0.7001231527093597,0.11330049261083744,0.19705038918476034,0.7017615731257681,0.10118803768947153,0.1760592348827643,0.6984779925956397,0.12546277252159604
8157,Pallejà,1029,3959,811,897,3880,1060,1926,7839,1871,11636,5799,5837,0.16552079752492266,0.6736851151598487,0.1607940873152286,0.17744438696326953,0.6827039144680117,0.13985169856871874,0.15367483296213807,0.6647250299811547,0.18160013705670722
43099,"Palma d'Ebre, la",11,97,60,11,84,71,22,181,131,334,168,166,0.0658682634730539,0.5419161676646707,0.39221556886227543,0.06547619047619048,0.5773809523809523,0.35714285714285715,0.06626506024096386,0.5060240963855421,0.42771084337349397
8905,"Palma de Cervelló, la",217,1041,231,238,1013,275,455,2054,506,3015,1489,1526,0.15091210613598674,0.6812603648424544,0.16782752902155887,0.14573539288112827,0.6991269308260577,0.15513767629281397,0.1559633027522936,0.663826998689384,0.18020969855832242
17123,Palol de Revardit,31,143,45,35,137,55,66,280,100,446,219,227,0.14798206278026907,0.6278026905829597,0.2242152466367713,0.1415525114155251,0.6529680365296804,0.2054794520547945,0.15418502202643172,0.6035242290748899,0.2422907488986784
17124,Pals,175,866,264,154,773,284,329,1639,548,2516,1305,1211,0.1307631160572337,0.6514308426073132,0.2178060413354531,0.13409961685823754,0.6636015325670498,0.20229885057471264,0.12716763005780346,0.6383154417836499,0.23451692815854666
8158,"Papiol, el",364,1431,307,327,1421,382,691,2852,689,4232,2102,2130,0.16327977315689982,0.6739130434782609,0.16280718336483932,0.1731684110371075,0.6807802093244529,0.1460513796384396,0.15352112676056337,0.6671361502347418,0.17934272300469484
17125,Pardines,13,58,19,10,43,23,23,101,42,166,90,76,0.13855421686746988,0.608433734939759,0.25301204819277107,0.14444444444444443,0.6444444444444445,0.2111111111111111,0.13157894736842105,0.5657894736842105,0.3026315789473684
8159,Parets del Vallès,1571,6480,1365,1466,6338,1687,3037,12818,3052,18907,9416,9491,0.1606283387105305,0.6779499656211985,0.161421695668271,0.16684367034834324,0.6881903143585386,0.1449660152931181,0.15446212201032558,0.6677905384048045,0.17774733958486988
17126,Parlavà,30,129,47,33,117,57,63,246,104,413,206,207,0.15254237288135594,0.5956416464891041,0.25181598062953997,0.14563106796116504,0.6262135922330098,0.22815533980582525,0.15942028985507245,0.5652173913043478,0.2753623188405797
43101,Passanant i Belltall,5,60,33,2,38,29,7,98,62,167,98,69,0.041916167664670656,0.5868263473053892,0.3712574850299401,0.05102040816326531,0.6122448979591837,0.336734693877551,0.028985507246376812,0.5507246376811594,0.42028985507246375
17128,Pau,33,188,73,35,180,79,68,368,152,588,294,294,0.11564625850340136,0.6258503401360545,0.2585034013605442,0.11224489795918367,0.6394557823129252,0.24829931972789115,0.11904761904761904,0.6122448979591837,0.2687074829931973
43102,Paüls,36,155,96,31,150,95,67,305,191,563,287,276,0.11900532859680284,0.5417406749555951,0.3392539964476021,0.1254355400696864,0.5400696864111498,0.3344947735191638,0.11231884057971014,0.5434782608695652,0.3442028985507246
17129,Pedret i Marzà,16,60,17,14,59,21,30,119,38,187,93,94,0.16042780748663102,0.6363636363636364,0.20320855614973263,0.17204301075268819,0.6451612903225806,0.1827956989247312,0.14893617021276595,0.6276595744680851,0.22340425531914893
25164,Penelles,23,163,68,23,108,58,46,271,126,443,254,189,0.1038374717832957,0.6117381489841986,0.28442437923250563,0.09055118110236221,0.6417322834645669,0.2677165354330709,0.12169312169312169,0.5714285714285714,0.30687830687830686
17130,"Pera, la",41,144,39,26,137,61,67,281,100,448,224,224,0.14955357142857142,0.6272321428571429,0.22321428571428573,0.18303571428571427,0.6428571428571429,0.17410714285714285,0.11607142857142858,0.6116071428571429,0.27232142857142855
8160,Perafita,29,128,54,23,125,53,52,253,107,412,211,201,0.1262135922330097,0.6140776699029126,0.25970873786407767,0.13744075829383887,0.6066350710900474,0.2559241706161137,0.11442786069651742,0.6218905472636815,0.263681592039801
43103,Perafort,130,456,76,110,422,81,240,878,157,1275,662,613,0.18823529411764706,0.6886274509803921,0.12313725490196079,0.19637462235649547,0.6888217522658611,0.1148036253776435,0.17944535073409462,0.6884176182707994,0.13213703099510604
17132,Peralada,129,647,188,142,618,221,271,1265,409,1945,964,981,0.13933161953727508,0.6503856041131105,0.2102827763496144,0.1338174273858921,0.671161825726141,0.1950207468879668,0.14475025484199797,0.6299694189602446,0.2252803261977574
25165,Peramola,16,118,40,17,106,51,33,224,91,348,174,174,0.09482758620689655,0.6436781609195402,0.2614942528735632,0.09195402298850575,0.6781609195402298,0.22988505747126436,0.09770114942528736,0.6091954022988506,0.29310344827586204
43104,"Perelló, el",209,883,361,203,801,389,412,1684,750,2846,1453,1393,0.14476458186929023,0.5917076598735067,0.2635277582572031,0.14384033035099794,0.6077081899518239,0.24845147969717826,0.1457286432160804,0.5750179468772434,0.27925340990667624
8161,Piera,1328,5834,1224,1248,5276,1501,2576,11110,2725,16411,8386,8025,0.15696788739260253,0.676984949119493,0.16604716348790446,0.1583591700453136,0.6956832816599093,0.145957548294777,0.1555140186915888,0.6574454828660437,0.18704049844236761
43105,"Piles, les",17,68,32,21,65,15,38,133,47,218,117,101,0.1743119266055046,0.6100917431192661,0.21559633027522937,0.1452991452991453,0.5811965811965812,0.27350427350427353,0.2079207920792079,0.6435643564356436,0.1485148514851485
8163,Pineda de Mar,1956,9303,2674,1909,8822,3310,3865,18125,5984,27974,13933,14041,0.13816400943733467,0.6479230714234646,0.21391291913920069,0.14038613363956076,0.6676953994114692,0.19191846694897008,0.13595897728082046,0.6283028274339435,0.2357381952852361
43106,"Pinell de Brai, el",49,325,129,50,277,168,99,602,297,998,503,495,0.09919839679358718,0.6032064128256514,0.29759519038076154,0.09741550695825049,0.6461232604373758,0.25646123260437376,0.10101010101010101,0.5595959595959596,0.3393939393939394
25166,Pinell de Solsonès,12,71,26,5,45,29,17,116,55,188,109,79,0.09042553191489362,0.6170212765957447,0.2925531914893617,0.11009174311926606,0.6513761467889908,0.23853211009174313,0.06329113924050633,0.569620253164557,0.3670886075949367
25167,Pinós,20,97,38,21,81,33,41,178,71,290,155,135,0.1413793103448276,0.6137931034482759,0.24482758620689654,0.12903225806451613,0.6258064516129033,0.24516129032258063,0.15555555555555556,0.6,0.24444444444444444
43107,Pira,42,171,54,30,151,50,72,322,104,498,267,231,0.14457831325301204,0.6465863453815262,0.20883534136546184,0.15730337078651685,0.6404494382022472,0.20224719101123595,0.12987012987012986,0.6536796536796536,0.21645021645021645
43108,"Pla de Santa Maria, el",178,829,215,161,709,248,339,1538,463,2340,1222,1118,0.14487179487179488,0.6572649572649573,0.19786324786324785,0.14566284779050737,0.6783960720130933,0.17594108019639934,0.1440071556350626,0.6341681574239714,0.22182468694096602
8164,"Pla del Penedès, el",118,438,100,130,401,119,248,839,219,1306,656,650,0.18989280245022971,0.6424196018376723,0.16768759571209801,0.1798780487804878,0.6676829268292683,0.1524390243902439,0.2,0.6169230769230769,0.18307692307692308
17133,"Planes d'Hostoles, les",127,533,207,100,495,249,227,1028,456,1711,867,844,0.1326709526592636,0.6008182349503215,0.26651081239041496,0.14648212226066898,0.6147635524798154,0.23875432525951557,0.11848341232227488,0.5864928909952607,0.2950236966824645
17134,Planoles,22,104,41,19,82,43,41,186,84,311,167,144,0.13183279742765272,0.5980707395498392,0.27009646302250806,0.1317365269461078,0.6227544910179641,0.24550898203592814,0.13194444444444445,0.5694444444444444,0.2986111111111111
25911,"Plans de Sió, els",20,186,71,22,129,75,42,315,146,503,277,226,0.08349900596421471,0.6262425447316103,0.29025844930417494,0.07220216606498195,0.6714801444043321,0.2563176895306859,0.09734513274336283,0.5707964601769911,0.33185840707964603
25168,"Poal, el",50,216,79,35,198,89,85,414,168,667,345,322,0.12743628185907047,0.6206896551724138,0.2518740629685157,0.14492753623188406,0.6260869565217392,0.2289855072463768,0.10869565217391304,0.6149068322981367,0.27639751552795033
25169,"Pobla de Cérvoles, la",4,72,28,4,54,36,8,126,64,198,104,94,0.04040404040404041,0.6363636363636364,0.32323232323232326,0.038461538461538464,0.6923076923076923,0.2692307692307692,0.0425531914893617,0.574468085106383,0.3829787234042553
8165,"Pobla de Claramunt, la",189,739,196,183,670,230,372,1409,426,2207,1124,1083,0.16855459900317174,0.638423198912551,0.1930222020842773,0.16814946619217083,0.6574733096085409,0.17437722419928825,0.16897506925207756,0.61865189289012,0.2123730378578024
8166,"Pobla de Lillet, la",42,313,158,41,285,224,83,598,382,1063,513,550,0.07808090310442145,0.5625587958607714,0.35936030103480715,0.08187134502923976,0.6101364522417154,0.3079922027290448,0.07454545454545454,0.5181818181818182,0.4072727272727273
43109,"Pobla de Mafumet, la",452,1436,148,411,1390,188,863,2826,336,4025,2036,1989,0.21440993788819876,0.702111801242236,0.08347826086956522,0.2220039292730845,0.7053045186640472,0.07269155206286837,0.2066365007541478,0.6988436400201106,0.09451985922574158
43110,"Pobla de Massaluca, la",19,111,62,14,81,54,33,192,116,341,192,149,0.0967741935483871,0.5630498533724341,0.34017595307917886,0.09895833333333333,0.578125,0.3229166666666667,0.09395973154362416,0.5436241610738255,0.3624161073825503
43111,"Pobla de Montornès, la",231,1024,288,213,926,317,444,1950,605,2999,1543,1456,0.1480493497832611,0.6502167389129709,0.20173391130376792,0.14970836033700582,0.6636422553467272,0.18664938431626701,0.1462912087912088,0.635989010989011,0.21771978021978022
25171,"Pobla de Segur, la",207,966,349,178,910,440,385,1876,789,3050,1522,1528,0.12622950819672132,0.6150819672131147,0.25868852459016395,0.1360052562417871,0.6346911957950065,0.22930354796320632,0.11649214659685864,0.5955497382198953,0.2879581151832461
43112,Poboleda,16,108,41,21,95,47,37,203,88,328,165,163,0.11280487804878049,0.6189024390243902,0.2682926829268293,0.09696969696969697,0.6545454545454545,0.24848484848484848,0.12883435582822086,0.5828220858895705,0.2883435582822086
8167,Polinyà,821,3050,438,813,2859,513,1634,5909,951,8494,4309,4185,0.19237108547209794,0.6956675300211914,0.11196138450671062,0.19053144581109305,0.7078208401021119,0.10164771408679509,0.19426523297491038,0.6831541218637993,0.12258064516129032
43113,"Pont d'Armentera, el",24,151,70,25,138,85,49,289,155,493,245,248,0.09939148073022312,0.5862068965517241,0.3144016227180527,0.09795918367346938,0.6163265306122448,0.2857142857142857,0.10080645161290322,0.5564516129032258,0.34274193548387094
25030,"Pont de Bar, el",23,64,18,4,44,21,27,108,39,174,105,69,0.15517241379310345,0.6206896551724138,0.22413793103448276,0.21904761904761905,0.6095238095238096,0.17142857142857143,0.057971014492753624,0.6376811594202898,0.30434782608695654
17135,Pont de Molins,29,177,55,35,171,51,64,348,106,518,261,257,0.12355212355212356,0.6718146718146718,0.20463320463320464,0.1111111111111111,0.6781609195402298,0.210727969348659,0.13618677042801555,0.6653696498054474,0.19844357976653695
25173,"Pont de Suert, el",167,791,211,144,748,270,311,1539,481,2331,1169,1162,0.13341913341913342,0.6602316602316602,0.20634920634920634,0.14285714285714285,0.6766467065868264,0.1804961505560308,0.12392426850258176,0.6437177280550774,0.23235800344234078
8182,"Pont de Vilomara i Rocafort, el",350,1397,325,292,1265,387,642,2662,712,4016,2072,1944,0.1598605577689243,0.6628486055776892,0.17729083665338646,0.16891891891891891,0.6742277992277992,0.15685328185328185,0.15020576131687244,0.6507201646090535,0.19907407407407407
43141,Pontils,8,40,26,12,37,15,20,77,41,138,74,64,0.14492753623188406,0.5579710144927537,0.2971014492753623,0.10810810810810811,0.5405405405405406,0.35135135135135137,0.1875,0.578125,0.234375
8168,Pontons,40,192,54,27,162,48,67,354,102,523,286,237,0.12810707456978968,0.6768642447418738,0.1950286806883365,0.13986013986013987,0.6713286713286714,0.1888111888111888,0.11392405063291139,0.6835443037974683,0.20253164556962025
17136,Pontós,20,98,27,15,75,29,35,173,56,264,145,119,0.13257575757575757,0.6553030303030303,0.21212121212121213,0.13793103448275862,0.6758620689655173,0.18620689655172415,0.12605042016806722,0.6302521008403361,0.24369747899159663
25172,Ponts,198,890,250,169,798,324,367,1688,574,2629,1338,1291,0.1395968048687714,0.6420692278432865,0.2183339672879422,0.14798206278026907,0.6651718983557549,0.18684603886397608,0.13090627420604184,0.6181254841208366,0.2509682416731216
17137,Porqueres,377,1556,384,373,1539,472,750,3095,856,4701,2317,2384,0.1595405232929164,0.658370559455435,0.18208891725164858,0.16271040138109624,0.6715580492015537,0.16573154941735002,0.15645973154362416,0.6455536912751678,0.19798657718120805
43114,Porrera,19,165,40,20,121,63,39,286,103,428,224,204,0.0911214953271028,0.6682242990654206,0.24065420560747663,0.08482142857142858,0.7366071428571429,0.17857142857142858,0.09803921568627451,0.5931372549019608,0.3088235294117647
17140,"Port de la Selva, el",60,330,134,52,297,137,112,627,271,1010,524,486,0.11089108910891089,0.6207920792079208,0.26831683168316833,0.11450381679389313,0.6297709923664122,0.25572519083969464,0.10699588477366255,0.6111111111111112,0.28189300411522633
17138,Portbou,41,340,166,51,289,208,92,629,374,1095,547,548,0.08401826484018265,0.5744292237442923,0.3415525114155251,0.07495429616087751,0.6215722120658135,0.30347349177330896,0.09306569343065693,0.5273722627737226,0.3795620437956204
25174,"Portella, la",45,282,82,38,216,64,83,498,146,727,409,318,0.11416781292984869,0.6850068775790922,0.20082530949105915,0.1100244498777506,0.6894865525672371,0.20048899755501223,0.11949685534591195,0.6792452830188679,0.20125786163522014
43115,Pradell de la Teixeta,5,47,26,9,54,23,14,101,49,164,78,86,0.08536585365853659,0.6158536585365854,0.29878048780487804,0.0641025641025641,0.6025641025641025,0.3333333333333333,0.10465116279069768,0.627906976744186,0.26744186046511625
43116,Prades,38,211,73,25,176,79,63,387,152,602,322,280,0.10465116279069768,0.6428571428571429,0.25249169435215946,0.11801242236024845,0.65527950310559,0.2267080745341615,0.08928571428571429,0.6285714285714286,0.28214285714285714
43117,Prat de Comte,6,66,26,10,44,34,16,110,60,186,98,88,0.08602150537634409,0.5913978494623656,0.3225806451612903,0.061224489795918366,0.673469387755102,0.2653061224489796,0.11363636363636363,0.5,0.38636363636363635
8169,"Prat de Llobregat, el",4988,21556,5529,4844,21322,7293,9832,42878,12822,65532,32073,33459,0.15003357138497223,0.6543062931087102,0.19566013550631753,0.1555202194992673,0.6720917906026876,0.17238798989804507,0.1447742012612451,0.6372575390776771,0.21796825966107775
43118,Pratdip,36,219,98,42,188,97,78,407,195,680,353,327,0.11470588235294117,0.5985294117647059,0.2867647058823529,0.10198300283286119,0.6203966005665722,0.2776203966005666,0.12844036697247707,0.5749235474006116,0.2966360856269113
8171,Prats de Lluçanès,167,873,280,167,808,339,334,1681,619,2634,1320,1314,0.12680334092634776,0.6381928625664389,0.23500379650721337,0.12651515151515152,0.6613636363636364,0.21212121212121213,0.12709284627092846,0.6149162861491628,0.2579908675799087
8170,"Prats de Rei, els",47,195,54,31,153,71,78,348,125,551,296,255,0.14156079854809436,0.631578947368421,0.22686025408348456,0.15878378378378377,0.6587837837837838,0.18243243243243243,0.12156862745098039,0.6,0.2784313725490196
25175,Prats i Sansor,9,99,24,16,75,28,25,174,52,251,132,119,0.099601593625498,0.6932270916334662,0.20717131474103587,0.06818181818181818,0.75,0.18181818181818182,0.13445378151260504,0.6302521008403361,0.23529411764705882
25176,Preixana,22,128,57,23,100,61,45,228,118,391,207,184,0.11508951406649616,0.5831202046035806,0.30179028132992325,0.10628019323671498,0.6183574879227053,0.2753623188405797,0.125,0.5434782608695652,0.33152173913043476
25177,Preixens,23,124,64,28,105,77,51,229,141,421,211,210,0.12114014251781473,0.5439429928741093,0.334916864608076,0.10900473933649289,0.5876777251184834,0.3033175355450237,0.13333333333333333,0.5,0.36666666666666664
8230,Premià de Dalt,837,3455,911,774,3405,1037,1611,6860,1948,10419,5203,5216,0.1546213648142816,0.6584125155965064,0.18696611958921203,0.160868729579089,0.6640399769363828,0.17509129348452815,0.14838957055214724,0.6527990797546013,0.19881134969325154
8172,Premià de Mar,2060,9430,2412,1955,9275,3391,4015,18705,5803,28523,13902,14621,0.1407635942923255,0.6557865582161764,0.20344984749149808,0.14818011796863761,0.6783196662350741,0.1735002157962883,0.13371178441967033,0.6343615347787429,0.23192668080158677
17139,"Preses, les",152,623,154,155,599,192,307,1222,346,1875,929,946,0.16373333333333334,0.6517333333333334,0.18453333333333333,0.16361679224973089,0.6706135629709364,0.16576964477933262,0.1638477801268499,0.6331923890063424,0.2029598308668076
25179,Prullans,18,69,28,16,89,26,34,158,54,246,115,131,0.13821138211382114,0.6422764227642277,0.21951219512195122,0.1565217391304348,0.6,0.24347826086956523,0.12213740458015267,0.6793893129770993,0.1984732824427481
17141,Puigcerdà,685,3397,651,671,3266,848,1356,6663,1499,9518,4733,4785,0.14246690481193527,0.7000420256356378,0.15749106955242698,0.1447285020071836,0.7177266004648215,0.13754489752799492,0.14022988505747128,0.6825496342737722,0.17722048066875654
8174,Puigdàlber,41,185,39,65,171,50,106,356,89,551,265,286,0.19237749546279492,0.6460980036297641,0.16152450090744103,0.15471698113207547,0.6981132075471698,0.1471698113207547,0.22727272727272727,0.5979020979020979,0.17482517482517482
25180,Puiggròs,16,90,28,14,72,45,30,162,73,265,134,131,0.11320754716981132,0.6113207547169811,0.27547169811320754,0.11940298507462686,0.6716417910447762,0.208955223880597,0.10687022900763359,0.549618320610687,0.3435114503816794
43119,Puigpelat,119,445,65,94,398,75,213,843,140,1196,629,567,0.17809364548494983,0.7048494983277592,0.11705685618729098,0.1891891891891892,0.7074721780604134,0.10333863275039745,0.1657848324514991,0.7019400352733686,0.13227513227513227
8175,Puig-reig,284,1368,468,257,1307,605,541,2675,1073,4289,2120,2169,0.1261366285847517,0.6236885054791327,0.25017486593611565,0.1339622641509434,0.6452830188679245,0.22075471698113208,0.11848778238819732,0.6025818349469801,0.2789303826648225
25181,Puigverd d'Agramunt,14,87,30,10,61,28,24,148,58,230,131,99,0.10434782608695652,0.6434782608695652,0.25217391304347825,0.10687022900763359,0.6641221374045801,0.22900763358778625,0.10101010101010101,0.6161616161616161,0.2828282828282828
25182,Puigverd de Lleida,101,498,112,93,427,153,194,925,265,1384,711,673,0.14017341040462428,0.6683526011560693,0.19147398843930635,0.1420534458509142,0.70042194092827,0.15752461322081576,0.13818722139673106,0.6344725111441307,0.22734026745913818
8176,Pujalt,23,64,27,12,57,23,35,121,50,206,114,92,0.16990291262135923,0.587378640776699,0.24271844660194175,0.20175438596491227,0.5614035087719298,0.23684210526315788,0.13043478260869565,0.6195652173913043,0.25
8177,"Quar, la",5,14,9,2,14,7,7,28,16,51,28,23,0.13725490196078433,0.5490196078431373,0.3137254901960784,0.17857142857142858,0.5,0.32142857142857145,0.08695652173913043,0.6086956521739131,0.30434782608695654
17142,Quart,421,1263,267,407,1207,291,828,2470,558,3856,1951,1905,0.21473029045643152,0.6405601659751037,0.14470954356846474,0.2157867760123014,0.6473603280369041,0.13685289595079447,0.2136482939632546,0.6335958005249344,0.15275590551181104
17043,Queralbs,7,68,24,5,64,23,12,132,47,191,99,92,0.06282722513089005,0.6910994764397905,0.24607329842931938,0.0707070707070707,0.6868686868686869,0.24242424242424243,0.05434782608695652,0.6956521739130435,0.25
43120,Querol,33,196,76,27,156,56,60,352,132,544,305,239,0.11029411764705882,0.6470588235294118,0.2426470588235294,0.10819672131147541,0.6426229508196721,0.24918032786885247,0.11297071129707113,0.6527196652719666,0.23430962343096234
